timestamp,user_id,goods_id,shop_id,price
2018-06-11 00:00:43.032,bvu0aLTqiFDoU-963xnr5nzQWTNLUMjx,1414,38,45000
2018-06-11 00:02:33.763,smDmRnykg61KajpxXKzQ0oNkrh2nuSBj,1351,12,9500
2018-06-11 00:04:06.364,EyGjKYtSqZgqJ1ddKCtH5XwGirTyOH2P,646,14,22000
2018-06-11 00:04:17.258,KQBGi33Zxh5Dgu0WEkOkjN0YqTT_wxC3,5901,46,29800
2018-06-11 00:05:26.010,lq1Je3voA3a0MouSFba3629lKCvweI24,5572,89,29000
2018-06-11 00:05:35.182,GM0-EsJPHjkpteIpAQIwaCdUjU81lhW1,55,22,11200
2018-06-11 00:06:14.314,lgvWxrv7r5RGklXSJqM2x6NUBZ5H-RQZ,2451,22,19800
2018-06-11 00:08:39.716,LZZ0ktGq6hW685TFAQfcGNhsKVUEceHl,4278,60,23500
2018-06-11 00:11:30.954,Evz6xmsye1BP7i33rr_RAjwBRZ_AOsTZ,686,22,12900
2018-06-11 00:12:12.469,_t38UxRGHDKAsgc7nJhxz0e7q3pIj-RD,4521,19,26500
2018-06-11 00:13:40.279,2eb5qysY4MRSlB4wy9N6ZsfNffmvyoKY,1622,28,23900
2018-06-11 00:14:32.171,3LGSst6B7iam6ua5uoPG_D43HkkIGY0v,6222,65,29700
2018-06-11 00:14:53.858,OTgwvtiSLDoWj5gqc5k7oTQ4EJ19bpuj,3985,102,13500
2018-06-11 00:16:24.729,1htAKqqU-G6Cqwhl1AQZdrcqm9i-xhn7,854,59,13500
2018-06-11 00:16:58.463,hZrcB-RV5EqL94ysDGcrQ1TZKlhSeS7L,4318,2,18500
2018-06-11 00:16:59.727,qyHhjqtMFu8B7lG1OKT39sj1J6RJNGeZ,4583,91,2500
2018-06-11 00:17:05.702,ejnC07Ro8itd1n2oCegwOIdrgoF8hT0O,3402,79,35800
2018-06-11 00:17:08.555,45TmDQuhC0bjgTIsSStEj6ttHdgF_jOr,2418,98,29000
2018-06-11 00:17:45.978,B3yaMZ62HOH0shQOKjo4QPV6PLcobUsT,6242,63,18900
2018-06-11 00:18:21.226,-L2Awbp23c9b1o1R_do--BZEtPivAUua,2941,126,23900
2018-06-11 00:18:42.937,3ntrLPHn8Xu0IsVQ1z00T2g1FnaJG6jf,1482,138,9900
2018-06-11 00:18:45.243,R6PmigLc669neah2MZxxbIEWsTpEoww0,330,124,19800
2018-06-11 00:20:15.178,XZcG-8HyZc10O7JvFYklwdrUZGTbCoi1,6241,43,32000
2018-06-11 00:21:10.667,Vz_t7ZIWUi8wyzGGheiYnfEoKMfDLR60,993,12,4500
2018-06-11 00:21:16.753,6jvfNuWMFWuRpEKCk1J03XsrhEtXMX_H,2812,139,46000
2018-06-11 00:21:55.869,sYFIv7ryLof2OGic7DnrYRb3BX3VPphc,2392,179,16900
2018-06-11 00:22:20.782,UFa_urDGFk4NSBF2z_TpxyJFWuuREQa6,3846,171,13600
2018-06-11 00:24:22.859,fBwDI6YUugXGIxgPXd7nm7skf8K-Z8N-,2941,126,23900
2018-06-11 00:25:15.381,AN9UpYkHjIvgnIn7YjtEKDzoOSU3b3Gs,6102,3,41000
2018-06-11 00:28:05.018,W5oaNxLT3rie4ZgmHQxlr1PFSYK96M9h,5399,138,14900
2018-06-11 00:28:27.196,DolDXNn2KvZUkPTeVvCjeDntaN41aiqk,5959,22,11400
2018-06-11 00:28:34.705,chxwCULoHfqALvtf_Pyt7HUDHUo4ok6d,2416,194,12900
2018-06-11 00:29:03.708,Q_twKF4S0TlfGONJ58xyku-xbb4HtjdF,4126,91,6900
2018-06-11 00:29:05.058,rCUe0hlyKPNCE6kPCqmCoZbH2ArS2v9d,2593,32,12800
2018-06-11 00:29:37.010,F5v0bQoXnWoqgeZ3_H2ejrG_szCv2Hvw,20,153,17500
2018-06-11 00:30:12.138,5X8VoJ4angmKQW1PAUqoEu0h6qo_wpiC,1088,96,33300
2018-06-11 00:30:20.129,KrsPb_-RxzNFwebWZ1zSfpvzg1zG8g-d,721,94,32900
2018-06-11 00:31:05.127,Rh1wOPm8pS2NOaGocX_lXw8jZplw7i0U,216,126,15900
2018-06-11 00:31:05.300,vA-LkOhqWjfrwkT7LrpLz5P_DKUPeXRi,705,22,19000
2018-06-11 00:32:50.981,3ntrLPHn8Xu0IsVQ1z00T2g1FnaJG6jf,3339,22,10900
2018-06-11 00:33:42.619,lhaf4YM-6Ma9AN6XGdrPExqDdrdZHZbK,5519,28,20810
2018-06-11 00:35:29.116,3ktPVxdkkfvPxXT7KrpJ7ut2APwWmn4u,210,102,10500
2018-06-11 00:35:40.157,5XnKtsufHc_59oMyVV7BtQGwO0hIDW3U,2157,2,15500
2018-06-11 00:36:00.926,M5w-yRmJan-uKKQHmh3HpJkHXvzJS5Lm,1194,45,17900
2018-06-11 00:36:33.642,Vz_t7ZIWUi8wyzGGheiYnfEoKMfDLR60,2440,22,6900
2018-06-11 00:37:20.199,B5Wisxz2GifjkjNinr93hh-s8rK42i3t,459,126,23900
2018-06-11 00:38:12.187,04iVDKAyu75QU3KlclcU2sFBtIkjK4Y_,1786,153,17500
2018-06-11 00:38:25.540,JxPSqsQhRa4XDkYBULp4UIiSV2ezCqpg,1664,92,17000
2018-06-11 00:38:51.782,q2LCSwp6cYyDCrVNqsMOqOvOZPVM-6rp,1011,74,2000
2018-06-11 00:39:30.544,ruAopByCdWLpZKYfC0uW2JJN7DoLzD8u,3924,25,27000
2018-06-11 00:40:33.645,1f8cay9_mVE6kf2yq_9ImDy7UPpYwHOU,4136,14,32000
2018-06-11 00:40:48.590,2SDgCCJsgHBN4K6ni09rgtWvuNff5LM2,4990,3,27000
2018-06-11 00:41:13.370,pReH5NeHVIUWxxi52elVgRqeMiB8tuIw,4308,63,22900
2018-06-11 00:42:22.451,MxzVx01SvanhSaaSVROjaPgPZgF-R8b7,6061,14,54000
2018-06-11 00:44:14.386,ej5GSc9m28Vm3f_ri6IZngwnMGxt5OOP,5535,22,10200
2018-06-11 00:44:34.438,TxbajT4zU7Fmdk1L3C3AZQTUOEPVk3z0,499,80,51000
2018-06-11 00:44:36.041,fT2h4SKIM0_Gc5IKx4B3m0I6KQmKzhLF,2331,63,18900
2018-06-11 00:45:20.424,3OVSzuRPnQa517I79gpAdaDL-Bnu0ZgD,1788,12,9500
2018-06-11 00:45:41.634,Sv8l02lPM85J4vTuJjMlQUNM5j7-HSot,1659,22,19000
2018-06-11 00:46:43.845,9kBsnxkIY5hV-222s00gw6e3UXqC-L6R,2641,94,31900
2018-06-11 00:47:41.218,NltSkhwFtPBq2YWQijvcUferO-ntyZAw,2196,134,14000
2018-06-11 00:48:50.822,04iVDKAyu75QU3KlclcU2sFBtIkjK4Y_,4308,63,22900
2018-06-11 00:48:55.224,GtL8OOPamqU1Zv3f4_0KRlkPOC8_5exl,2308,100,38800
2018-06-11 00:51:36.513,rHYOgExGt-B6xy61wTurtX6RqHw8Bia5,2329,136,32000
2018-06-11 00:53:25.987,iqDmMkPEz1JZt23EKj8slVViG5bfLdso,589,22,16900
2018-06-11 00:53:47.690,adFx6A0JRr12P2z9wAFvnQW30hXe4vJl,52,126,12900
2018-06-11 00:57:47.193,5f4k2-AqBiyopf4duJbkj9Z3VCAirh50,2893,64,39900
2018-06-11 00:59:55.149,fzYSEyt-dm3f6E9ZzCvOEk9wgCm5CyyI,3520,60,32000
2018-06-11 01:00:15.079,DQcZe29zOiJXSxmOCHugMQ2kZhEFMp61,6353,22,14800
2018-06-11 01:00:17.312,c5TXt6HLd_bJ_mruxtKOZ0ze4zr0tvB3,3310,65,25100
2018-06-11 01:00:49.040,rchHhyr15m2QG9yIddJV1x8wn7qxe1RW,6180,46,19800
2018-06-11 01:00:57.826,sTsRY-v4vCxkEiwpyrlYyz3PSd4NNNI8,530,185,15900
2018-06-11 01:01:02.008,K79EkgR4V-sO3g3zTkuZMCKcvOjwHSlK,2301,61,34000
2018-06-11 01:01:23.772,8m7IyLvAgFqVOFyevC0JcDNPW_unCbOA,6409,32,19800
2018-06-11 01:01:53.422,xzQ0ztyouwETCq4AFQheW-qVmTOx2YgF,1367,134,18500
2018-06-11 01:03:59.430,ommz-_PpHiMLn2Fa94NvjBLGoUm5BEqX,503,12,12900
2018-06-11 01:06:01.875,UqJt2oP6kXXYbNCSD3HYdQ51EnOn3jG_,332,185,19900
2018-06-11 01:06:33.583,HyQ7oexKZ98moezMLplWruKqVatjljhR,610,32,12800
2018-06-11 01:06:38.400,gmq2z4a8kzVqyEzd96Hw4YYTx2uZJA02,1330,193,7100
2018-06-11 01:06:49.511,XAQWveQ3-abUkhHhb9Yje3_9ISQek1Bs,163,11,28000
2018-06-11 01:08:30.066,5gEZHwNHmifJaxLz4F_76-eR89ng-RsG,86,126,15900
2018-06-11 01:11:36.225,LZZ0ktGq6hW685TFAQfcGNhsKVUEceHl,2384,170,25000
2018-06-11 01:11:53.398,LnZGvC39g_Qgs11cIL84Jp2w7wC_nktw,5306,14,47000
2018-06-11 01:13:53.508,dcOJ18dH3FKRVYxkZ-53m-mO6n2Za97n,5600,8,12900
2018-06-11 01:13:58.638,Z5lf_vUQH7bqJ-xCJNEZ3cXCvhofI8DR,5486,32,26800
2018-06-11 01:14:04.789,bnWAx1tV0VYl-WIIabrfOn-tDvxa4DoT,2283,32,14800
2018-06-11 01:14:08.350,nXHLR-tF7uv2VEMN7TOZ3XCcQA_7YRlf,20,153,17500
2018-06-11 01:18:16.234,aJr2xX-zMoyTmTCJjLXT1cgP9sVmCNy8,123,126,16900
2018-06-11 01:19:31.731,0iGJ6o5tisw1QIvxL8EvpPqkCfRzqJpS,3352,45,14000
2018-06-11 01:20:27.478,1tMp-b0zm9iEuTHKcbfT1kLMe8hRMEUg,425,22,19500
2018-06-11 01:20:31.236,fiY2eGjLkANftJ5V_YqMztzsa2aKzcNk,2557,102,12000
2018-06-11 01:21:48.193,lNoYlCEvV0ijRamxg4XUg1j2sHv6mXLn,536,139,24800
2018-06-11 01:22:29.352,P4r7TInCyaUZCy6rTMjNdz_PspyZoySZ,459,126,23900
2018-06-11 01:22:32.378,MeELGS3DNHAg6iD3qYUhCiZxb689RJN1,1875,74,4000
2018-06-11 01:22:58.277,KrsPb_-RxzNFwebWZ1zSfpvzg1zG8g-d,1318,178,33000
2018-06-11 01:23:18.534,mRwe8UTS8kGrJXIQbX-HQUFieHcds4NN,5639,102,13000
2018-06-11 01:26:15.527,Y0CzSdPgQRI_qyfCcQrW7D5G0YyVJ7Mt,365,123,12000
2018-06-11 01:26:26.527,YC-VRaC10r2y8e5jDgXDi5TcES7-IMUu,2962,22,18000
2018-06-11 01:26:57.915,n38i4YJ_ldnrxDR0amfLeWBeDfhEyWPa,3289,63,26900
2018-06-11 01:27:17.912,Hx6uDI8NYCKU_YerjHv60ph0w5LdgB5X,3488,22,8500
2018-06-11 01:27:37.446,yp44cZCCf2iiTJJ20sQ0O1H1_rUPzwp0,4318,2,18500
2018-06-11 01:28:42.497,YG8bYwB2JhZR4vZdtQHcxPSQEKDLn0dP,1294,22,15000
2018-06-11 01:30:27.984,47Zsi7hdYWc0mkC8c-8fNJbjRm4TFuVA,5137,32,24800
2018-06-11 01:32:11.984,MLvKh00usrJi6aie7yeqdE8jMm3sD2Ir,4308,63,22900
2018-06-11 01:33:45.819,JcyzHt8XitzsqyA2I8I816BXOKc0_ii6,20,153,17500
2018-06-11 01:34:18.873,YOltdonnWWecBZ5dz0eWvdY9C3dIPYIz,1202,22,6900
2018-06-11 01:34:30.553,WDGXndNhLAGSSHTKftu9BBMOtR4PvQwj,4020,22,6100
2018-06-11 01:34:47.761,H_p6WcjTYCZYVULStQgpRjnWqY4ps-4C,200,100,20800
2018-06-11 01:36:15.254,8eOAHLTSXRJCNhYKGl62MSYPXGHj9IGU,6066,14,18000
2018-06-11 01:36:49.755,5h1ZrCOEf1ombUHCgP6j4IvFxIH4m3HZ,1543,19,39000
2018-06-11 01:36:51.539,L7caqlytSYXKjesOxidGtgpOfoHyC0VQ,2013,134,16500
2018-06-11 01:44:02.503,X_51TIztx8t6hwbHxjjiqDDYTgF0WOMH,4752,1,15000
2018-06-11 01:45:22.481,PFvv2ll4sGhA61Ht-TiEhl-mb1DvaY6l,4231,77,55000
2018-06-11 01:46:08.980,5YYCFDF_CORL4g-YPqFa8YGrZZjE6zyT,6594,12,3000
2018-06-11 01:49:00.989,XQh19QLxmutaN-F8u36y1HMa3_3sHshF,3117,91,3900
2018-06-11 01:52:04.068,b_ZXhN5aiP9vWdL27O6-z6B0c55LRTBl,5430,12,22500
2018-06-11 01:52:04.558,5gXZACPGSwq_EWIM2BgQEepEpv_rhiIL,6594,12,3000
2018-06-11 01:52:39.315,wiT2dtzG2eLv9sN3rAwL3hncLpCHlRM4,3172,193,8900
2018-06-11 01:55:01.627,hTbJehuT4gVq8JEatirY6r37j-5sk_ep,3154,91,7000
2018-06-11 01:55:10.065,kPiCs5YRzSPnI00iBSTBYLs7YZlvNY32,367,102,9500
2018-06-11 01:55:47.861,7WQ99wdVnP67JemzDu5jtdiGdC-y3Gl0,6451,6,27000
2018-06-11 01:57:46.099,hTbJehuT4gVq8JEatirY6r37j-5sk_ep,380,102,14500
2018-06-11 02:01:21.098,Q2GAeICFx8XbCTkxG11kFvT6bLwTeZCY,1442,138,8900
2018-06-11 02:02:06.508,Zdb_j_oJOmCE0d-0PY5QGZtZwSbo7vIO,2934,19,14900
2018-06-11 02:03:11.276,as9zA7hAKhWqzXHRvAoP37_3NkoOGUJh,1300,32,19800
2018-06-11 02:04:16.440,W-CvDQrB4uXbiGGZ8bUEW1Uw70rcMGHL,5436,102,23500
2018-06-11 02:04:41.387,nfb7qFA3CiI0rLMgkxteoXNyFPp7ZTzr,4184,21,13000
2018-06-11 02:08:09.210,HoOD3wEgU5ETq89ORqkOxuJTF3xOdubE,959,12,13000
2018-06-11 02:15:43.556,PdhsCcanvDszfAysiJzalzQRQbasWL7d,4099,22,8100
2018-06-11 02:16:46.080,YX8BaB8XjhNdHw0jWA6VnPVslW9-OSxw,51,73,36000
2018-06-11 02:18:21.815,yZWX1jd3yuzD7xUNRQjhIsmSnpU7aYIL,5426,12,9800
2018-06-11 02:23:02.453,ufMNuHl9t23qKlMWEJE9G5E_4OjSYFnO,6367,194,19430
2018-06-11 02:23:46.321,8GX7yaZCqzSH-bDdaGrU48W8wRmLF0ae,5651,91,550
2018-06-11 02:25:20.854,ExA2kZJXSgWcIytuyKhC3_8qTeRHrUCT,2249,125,23000
2018-06-11 02:27:25.941,C1ayUEUBzp6NZiy99MDyJuGMlNMV9tKF,722,60,32500
2018-06-11 02:29:07.664,dcOJ18dH3FKRVYxkZ-53m-mO6n2Za97n,3457,57,79000
2018-06-11 02:29:19.881,J42h3AQ0-RvCaPj8qvDtNBwPBvuOzQIN,1967,113,29500
2018-06-11 02:30:21.741,MRNFeS0sVveDbr_PGIlPqsXAyWaPxBaK,1172,139,44900
2018-06-11 02:31:04.375,Be4wRLM78WmGF2LWlM25GFdCL8p-KH29,1392,19,33500
2018-06-11 02:31:41.643,sL3IAx-RaYb7GaoKuNv5X8hDoEgSizjA,3636,137,17000
2018-06-11 02:32:38.140,9dtU33SMb1CeC0cPdh9e1X0vuPDOuAje,2863,85,30500
2018-06-11 02:34:42.123,9Zf6eQD59lkVoauZQoMjFGqjRYQmm_x2,2216,127,9000
2018-06-11 02:38:51.946,2wtWQ8KRCLrJOJKIeKSuQtFFDajlIq4g,2392,179,16900
2018-06-11 02:39:45.118,mKl9opX3PtXb8yHZFQLipPHqDMtIjej1,2798,189,29000
2018-06-11 02:39:54.326,gFDIdXDvUs0-glHy_YknQ8LAQJRCBc78,4871,69,34200
2018-06-11 02:42:14.177,Jq8mh1_hNOzwRXQW4YiYj3PQlkvHwbD3,4893,32,25800
2018-06-11 02:42:41.540,Q3b6sc9u8wQp9D8N8QP5sKW5zAY_aM2E,4944,167,31350
2018-06-11 02:44:50.569,VXtWuzDM8HFkZN7O-MgUKptBi2QuayH3,3367,22,12000
2018-06-11 02:45:22.541,pazItRO3pANXlu8aAi-4WQ5Xg7E77Kb2,5205,165,36000
2018-06-11 02:46:52.182,4zB0armWSKlrCz7_2KpiQFq37Or0D14o,5264,136,27000
2018-06-11 02:49:28.260,MRNFeS0sVveDbr_PGIlPqsXAyWaPxBaK,151,126,9900
2018-06-11 02:51:18.782,wEiXhciAD-iterbel0PByC4SuxZdtOKW,1092,102,13500
2018-06-11 02:55:04.612,QiB1nH1WGlYu_xgB3aSEc57O18XlTWkW,37,60,23000
2018-06-11 02:55:56.657,PrvAn0RayNBydGEHC1oVVYVR1Wa1n-bD,2435,22,11400
2018-06-11 02:56:05.014,ngy_wiMnbVERtXQgHbvFicFkRz596jaq,1861,11,30000
2018-06-11 02:57:35.152,68j0Fj-KJTc-yYKXwFyt7NnDCjsOsJ4M,403,28,21900
2018-06-11 03:07:08.628,RhkbkdW0nD2gQ5TQxdD3BBRnrxDKG5SR,2250,93,18000
2018-06-11 03:08:35.512,UylP44AkHGty9mTL5in0hAgSgcLaHl5M,2974,121,38000
2018-06-11 03:10:23.485,wZTttqyIOLPakbEbxdei0-gI-V0JO6qd,4308,63,22900
2018-06-11 03:10:27.658,xdbOL-KhFnvWaoj4JbrhaWV0TdVM8Ii5,2250,93,18000
2018-06-11 03:11:02.323,Na-4z77LL6p3ihr62MLBPdpnKgWG5rp3,367,102,9500
2018-06-11 03:14:12.988,rbJxXPNXBOmuVn5INinoKlbdZ3F-82j-,6468,130,14000
2018-06-11 03:17:28.258,HJNmMLa3bmz8VE0Ci1_KIpiTQ6vGixRV,2452,18,46500
2018-06-11 03:21:25.881,1dBeTGoClhinOrIwXA2ATL_3CLZfTcKy,4872,6,26000
2018-06-11 03:22:49.038,ZdPP7qHTlgzNOecSDFKOb2ulY6fvM4Pg,459,126,23900
2018-06-11 03:29:24.792,00gZAUnFn0Ask_plQ9OG6eN0Ze2EEoOL,333,126,22400
2018-06-11 03:30:12.346,UXr4iQTAUER1ITIrM5vyhNOyjbqWogds,5972,113,31500
2018-06-11 03:31:43.921,2lUgcVYWqZX_iSxyEwdx451Lfz7sN0FC,2577,72,14300
2018-06-11 03:39:19.577,Y-iDaMhzsfnPBIQMqG-uegaY6nHqWmH5,5471,91,550
2018-06-11 03:40:38.861,ginDgK7lssKdDjxOY1Tkru8n_YXXXkCZ,2558,161,19900
2018-06-11 03:50:25.473,Yo-fppvzRqJ0IaXxdxq1j8WOybpXdmY_,975,152,29000
2018-06-11 03:51:05.632,pZS8MIBeVF-UcBe_V6jY086KtcTv_H8E,1527,22,12900
2018-06-11 03:54:32.837,MRNFeS0sVveDbr_PGIlPqsXAyWaPxBaK,6369,145,52000
2018-06-11 03:57:47.359,X-8hR_-0EmFkClV5_HLdpSt-s-XQZSCS,2822,12,12500
2018-06-11 03:57:51.559,MRNFeS0sVveDbr_PGIlPqsXAyWaPxBaK,3049,77,25000
2018-06-11 03:58:00.857,AFL7yFVT0YRRJBeTBTptP-0r2vrQZ8fH,738,32,19800
2018-06-11 03:59:26.946,KKhjgee0i7nBVKpePciZfts6wULWcdmg,4938,41,11000
2018-06-11 04:01:41.326,2YXVnV1GxU2fp25TL26ZYmGVvaU3BP0L,3500,60,21000
2018-06-11 04:02:49.936,MJl3qQD1pJ7yH8PMSxzm9cYIUcPw3SvA,56,139,29900
2018-06-11 04:03:27.615,8GtINzJ4GpIBhtZW0CIa2mKHiJSJHleU,4268,22,17100
2018-06-11 04:03:39.156,lm0nmeVGh6gZvxf2OVlWyPu_lz-zsjJk,2862,60,28900
2018-06-11 04:19:42.918,v9Dr9iFtElcJ4RyxnrwAbasIMUmJBqAV,2253,178,33000
2018-06-11 04:23:21.143,hzD-F6oi6v2TMjF3RD8-elT6k8SwJBXj,425,22,19500
2018-06-11 04:35:13.691,aOMxJ7VvLmveEl44Fb2YSdsW82efGBc7,1379,96,34000
2018-06-11 04:40:30.536,X9nNV_VYXiOFubM0r856R-NbhTK1tDFv,1778,14,13000
2018-06-11 04:49:22.687,bGrPhTVk4E_GjVUD3WDdu9bkZqoK_1jl,1764,119,68400
2018-06-11 04:49:59.790,hoFfFBbShjBiO7fn6ddGhYUO9vENwq0Z,4976,14,13000
2018-06-11 04:51:49.045,hoFfFBbShjBiO7fn6ddGhYUO9vENwq0Z,4471,60,27000
2018-06-11 05:10:54.828,c0_mZZYSZzBOFIPKNZwHYY6tpjHDG82V,497,28,13900
2018-06-11 05:24:16.525,HZfe8KiMFQTpmYQZcpwZ5j59Ws7rWLtZ,2918,167,17300
2018-06-11 05:44:05.400,VDzu3WR_CCxopcivbgAp9jOf0d-WmVLV,320,138,12900
2018-06-11 05:44:59.201,dIl_39EJhw86fh2jgu6rXSskN8pp3CYz,6594,12,3000
2018-06-11 06:03:31.294,1WvmJ2K50lVupBdV8NDihwOabfqF9oTz,5240,60,32000
2018-06-11 06:05:37.074,WfGOtTntK6KWIC6lN-ZKUf7yF5_a_R8J,2888,193,7900
2018-06-11 06:10:16.463,miJ57lWEKzIzdtfygPTReqU-_M0Dr-po,6477,77,38000
2018-06-11 06:23:55.134,YSpGaPKxpY9iuhbjXplDiIIi-fdRqYGj,530,185,15900
2018-06-11 06:28:27.276,Gw82v7sKktVyOemf5cT7ViUjY_a1y5yG,2823,12,7900
2018-06-11 06:33:18.107,PQzlEuIH1at0IxOZdOl5cJ-h_GFZTJdc,1484,142,16000
2018-06-11 06:39:14.782,uLGwMb1BhDFypofu8a--6aRoeyJKeGNG,2131,22,12300
2018-06-11 06:40:20.286,4eV1w1ONY7N6PfEETef9a5Ic5SLZoeGX,527,12,13500
2018-06-11 06:52:47.293,eQP3wwSLBEyfCNooJaquF8AdxkLjCqdC,3994,14,19000
2018-06-11 06:55:11.333,Pnd57XayAdPWq5sF_5gNfUS7t8C1jwM_,4638,6,29900
2018-06-11 07:02:05.735,MO1gctO2k1ZUKJni29y2BWDHwDu96Hjn,5195,48,32000
2018-06-11 07:07:28.881,dFiHto-o91G8z6BEM1zTxFyh__kbE2tC,6489,134,27000
2018-06-11 07:08:58.063,eV-6RqbXKDE727X34IcnIknQX8TCD96S,476,93,20000
2018-06-11 07:09:51.118,Y7GdbrR_nHB3smnk-512KNFhg7oOir27,4972,2,12000
2018-06-11 07:13:38.286,VMcbv_svbZEsXyCwCBDXp7RtZ4k9mTSc,5451,134,24000
2018-06-11 07:22:25.933,UHI96P-kZgBiZnJn9hDDPmX7zKDz1efc,2304,14,39000
2018-06-11 07:32:11.545,Kirm_bKYv2wstepnQ6oLfYiolVmPHoM2,1894,125,18000
2018-06-11 07:32:26.034,OIZTbJKUbmvC3saS0XoCnU-yyheAN54p,20,153,17500
2018-06-11 07:33:39.823,ni3NQK35j-YaSxli-C_Sz7ZmQqOwMljL,2278,38,37000
2018-06-11 07:36:10.646,YmnQUSdoZxB0KQQvDMNgoyBSq80CcS-X,1517,138,14900
2018-06-11 07:45:51.333,2Y5loh8asrmXtYhHEu6VC7Cs_6R-IVnl,3866,22,23000
2018-06-11 07:51:57.279,41G373B8slNieX38YyjIvHXYhrwz06Nq,1408,45,19900
2018-06-11 07:53:30.719,dLI7T04tXenS37z5Gw5qBu6LhTlCiUgC,5776,141,25000
2018-06-11 07:53:58.688,2Y5loh8asrmXtYhHEu6VC7Cs_6R-IVnl,3329,12,11500
